"Anzeigename des Nutzers","Zeitstempel","Altersklasse","Beziehst du aktuell das Jugendticket BW / Würdest du das Jugendticket BW beziehen wenn du berechtigt wärst?","Begründung/Sonstige Tickets?","Beziehst du aktuell das Deutschlandticket (49 € Ticket)?","Begründung","Würdest du ein vollsolidarisches Deutschlandticket unterstützen?","Begründung","Wie stark würde dich das vollsolidarische bundesweite Semesterticket finanziell treffen? (Skala 1 (kein/kleines Problem) - 10 (nicht finanzierbar))","Sonstige Anmerkungen"
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 16:15:14 GMT+0:00","≤ 26","Ja","","Ja","","Nein","nicht jede/r benötigt es","3",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 16:14:11 GMT+0:00","≤ 26","Ja","Ich fahre jeden Tag mit der Bahn zur Uni","Nein","Bin zu selten außerhalb von Baden Württemberg unterwegs","Nein","Zu teuer, ich finde es macht keinen Sinn den Semesterbeitrag dabei so zu erhöhen. Das wird finanziell für viele schwieriger werden","7",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 16:13:30 GMT+0:00","> 26","Ja","","Nein","Mein Baden-Württemberg Jugend Ticket wurde hochgestuft, ich zahle den ursprünglichen BW Ticket Preis darf aber Deutschlandweit fahren ","Unentschlossen","","6",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 16:13:28 GMT+0:00","≤ 26","Ja","","Nein","","Nein","Also ein semesterbeitrag von über 300€ kann wirklich nicht Standard sein","6",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 16:09:51 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","8",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 16:05:37 GMT+0:00","≤ 26","Ja","","Nein","","Ja","","2",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 16:05:32 GMT+0:00","≤ 26","Ja","","Nein","Ist mir den extra Preis nicht wert wenn ich eh nur in Stuttgart Bahn fahre","Nein","Finds nicht cool, Leute zu zwingen, mehr Geld für ein Ticket auszugeben, das sie vielleicht gar nicht brauchen","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 16:04:42 GMT+0:00","> 26","Ja","","Nein","","Nein","","6",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 16:03:55 GMT+0:00","> 26","Ja","Ich nutze aktuell das Ausbildungsticket27 und wohne in Stuttgart, das ist gleich mit dem JugendticketBW für 30,42 €","Nein","","Nein","Es gibt viele Studenten, die kein Ticket nutzen und auch nicht brauchen. Wenn ich es mir separat für 1€ mehr im Monat holen kann, passt das für mich so. ","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 16:03:43 GMT+0:00","≤ 26","Ja","","Ja","","Ja","","",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 16:01:49 GMT+0:00","≤ 26","Ja","","Nein","Im Jugend BW Ticket ist ein D-Ticket enthalten","Nein","Generell befürworte ich die solidarische Lösung, um allen Ü26 Studis Zugang zu ermöglichen und vermutlich alle ein wenig davon profitieren können, selbst wenn man auf dem Campus lebt. Warum ich Nein angekreuzt habe: Einer Einführung zum Sommersemester 24 stimme ich nicht bzw. nur unter der Bedingung zu, dass es eine Überganslösung/Sonderkündigunsrecht beim JugendTicket gäbe: dieses gibt es ja in der Form erst seit dem Sommer (vorher war es ja noch als Studiticket nur für 6 Monate gültig) d.h. alle die auf ein Ticket angewiesen sind haben ein Jahresabo bis zum kommenden Sommer 24 abgeschlossen. Würde man also jetzt dieses Solidarische D-Ticket einführen, würden alle verlieren und unnötig zahlen. Die die bereits ein Ticket besitzen, weil sie darauf angewiesen waren/sind, zahlen doppelt für zwei Tickets und die anderen würden es ja eigentlich eh nicht beziehen, da sie ja keines brauchen. Dann würden alle gemeinsam erheblich verlieren!","5","Ich möchte nochmal unterstreichen, weil in der Erläuterung nichts davon stand: Wird ab kommendem Sommersemester ein vollsolidarisches Ticket eingeführt werden, müsste es ein Sonderkündigungsrecht oder eine Übergangslösung für das Jugend-BW Ticket her, weil sonst niemand etwas davon hat und diejenigen die bereits ein Ticket haben bestraft werden würden, weil sie für zwei Tickets zahlen. Das ist meiner Meinung nach nicht zumutbar!"
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 16:01:26 GMT+0:00","≤ 26","Ja","","Nein","","Unentschlossen","","7",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 16:00:40 GMT+0:00","≤ 26","Nein","","Nein","","Unentschlossen","","",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 16:00:14 GMT+0:00","> 26","Nein","","Ja","","Ja","","2",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:58:38 GMT+0:00","> 26","Ja","","Nein","","Nein","","5",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:57:25 GMT+0:00","≤ 26","Nein","Deutschlandticket","Ja","","Nein","","5",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:57:24 GMT+0:00","> 26","Ja","","Ja","","Ja","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:57:22 GMT+0:00","≤ 26","Ja","","Ja","Zu alt","Nein","Sollte jeder selbst entscheiden!","5",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:56:55 GMT+0:00","> 26","Nein","","Nein","","Unentschlossen","","3",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:56:11 GMT+0:00","> 26","Nein","","Ja","Keine finanzierbare Alternative ","Ja","","5",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:56:00 GMT+0:00","≤ 26","Nein","","Ja","","Nein","","7",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:54:27 GMT+0:00","≤ 26","Nein","","Ja","","Ja","","5",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:53:53 GMT+0:00","≤ 26","Nein","hab ein Auto","Nein","hab ein Auto","Nein","hab ein Auto","10",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:53:15 GMT+0:00","≤ 26","Nein","Brauche kein ganzes jahr","Nein","Auslandssemester ","Ja","Sehr praktisch dass es inkludiert ist, und praktisch wnen man nur ein Semester noch in Stuttgart ist","2",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:52:16 GMT+0:00","≤ 26","Ja","","Nein","","Ja","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:51:07 GMT+0:00","≤ 26","Nein","","Nein","","Nein","","9",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:50:40 GMT+0:00","≤ 26","Ja","","Nein","","Ja","","6","Was passiert mit laufenden Jugendtickets? Diese haben ja eine Mindestlaufzeit von 12 Monaten. Im Zweifelsfall könnte es bei Einführung des Vollsolidarticlets sein, dass einige über einen gewissen Zeitraum zwei Tickets besitzen und bezahlen müssen. Das hat in dieser Umfrage auch meine Antwort auf die Frage, wie stark mich ein vollsolidarisches Semesterticket finanziell treffen würde, beeinflusst."
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:50:35 GMT+0:00","> 26","Nein","Habe ein Auto. ","Nein","War bisher nicht notwendig.","Nein","Nein, da ich es selbst seit Beginn des Studiums nie gebraucht habe.","10",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:50:05 GMT+0:00","≤ 26","Ja","","Nein","","Ja","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:49:25 GMT+0:00","≤ 26","Nein","Fahrrad","Nein","Fahrrad","Nein","Viel zu teuer","10",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:48:51 GMT+0:00","≤ 26","Nein","","Ja","Deutschlandticket ist viel sinnvoller, wenn man eh kein Auto hat","Nein","Normales Bahnticket ist nur minimal teuerer und so kann jeder entscheiden, ob er es kaufen will","10",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:48:14 GMT+0:00","≤ 26","Ja","","Nein","","Ja","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:47:49 GMT+0:00","> 26","Nein","","Ja","Ich bin bald eine Weile nicht in Stuttgart. Da lohnt sich das mehr :)","Ja","Dann muss ich mich nicht drum kümmern haha","1","Saucoole Idee. Macht das. Dann kann ich mein Deutschlandticket kündigen"
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:47:25 GMT+0:00","> 26","Nein","Bahn ist scheiße","Nein","Ich fahr lieber Auto, fällt weniger aus und man kommt schneller an","Nein","Rausgeschmissenes Geld, man kann sich auch einfach das Deutschlandticket holen","10","Viel zu teuer, macht gar keinen Sinn"
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:47:21 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","7",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:44:40 GMT+0:00","> 26","Ja","","Nein","","Nein","Semestergebühr zu hoch","7",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:44:37 GMT+0:00","≤ 26","Ja","","Ja","","Ja","U","2",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:44:03 GMT+0:00","≤ 26","Ja","","Nein","","Ja","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:42:43 GMT+0:00","≤ 26","Nein","Ich habe das Deutschlandticket","Ja","Das Jugendticket wurde bei mir automatisch in das Deutschlandticket umgewandelt.","Nein","Die Bahnen sind dann zu voll, nur wenn man ein Ticket benötigt, hat man auch Kosten","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:42:37 GMT+0:00","≤ 26","Nein","","Nein","","Nein","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:41:49 GMT+0:00","≤ 26","Ja","","Nein","","Nein","Jeder sollte selber entscheiden ob er das Ticket kauft oder nicht ","6",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:41:38 GMT+0:00","≤ 26","Nein","Ich fahre mit dem Auto, da ich somit die Hälfte der Fahrtzeit sparen kann und nur 1h pro Strecke unterwegs bin und nicht 2h","Nein","Ich fahre mit dem Auto, da ich somit die Hälfte der Fahrtzeit sparen kann und nur 1h pro Strecke unterwegs bin und nicht 2h","Nein","Ich fahre mit dem Auto, da ich somit die Hälfte der Fahrtzeit sparen kann und nur 1h pro Strecke unterwegs bin und nicht 2h","",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:41:17 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","7",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:40:04 GMT+0:00","≤ 26","Nein","","Nein","","Nein","","8",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:39:10 GMT+0:00","≤ 26","Ja","Preis ist gut genug und lieber monatliche Abrechnung als einmal groß","Nein","beim jugendticket bw war das deutschlandticket inklusive","Nein","die kleine Differenz von einem Euro ist den Aufwand nicht wert, außerdem lieber monatlich statt einmal","6",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:38:31 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","6",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:37:26 GMT+0:00","> 26","Ja","","Ja","","Ja","","10",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:36:50 GMT+0:00","≤ 26","Nein","/","Ja","/","Unentschlossen","","7",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:34:55 GMT+0:00","≤ 26","Nein","Ich brauche es nicht","Nein","Ich brauche es nicht","Nein","Da ich es nicht brauche, sehe ich es nicht ein, für ""Nichts"" fast 200€ mehr pro Semester zu bezahlen.","7",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:34:05 GMT+0:00","≤ 26","Nein","","Ja","","Nein","","5",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:34:01 GMT+0:00","≤ 26","Nein","","Ja","","Unentschlossen","","10",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:32:13 GMT+0:00","≤ 26","Nein","","Nein","","Nein","","6",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:32:09 GMT+0:00","≤ 26","Ja","","Ja","","Ja","","2",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:31:21 GMT+0:00","≤ 26","Ja","","Nein","BW-Ticket","Nein","Im Auslandssemester beispielsweise wären das Mehrkosten auf die man verzichten kann. ","3",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:31:20 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:31:15 GMT+0:00","≤ 26","Nein","","Nein","","Nein","","8",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:29:52 GMT+0:00","> 26","Ja","","Ja","","Ja","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:29:30 GMT+0:00","≤ 26","Ja","Günstig und zählt überall","Nein","","Nein","Weil es zu viele gibt, die kein Ticket brauchen. Vor allem wenn man z.B. im Praxissemster oder Auslandssemester 1 ganzes Jahr kein Ticket braucht. Die die davon profitieren sind finde ich zu wenig, als dass es im Verhältnis stehen würde.","4",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:29:10 GMT+0:00","> 26","Ja","","Ja","","Ja","","10",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:29:06 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","6",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:29:02 GMT+0:00","≤ 26","Ja","Weil ich kein Auto fahre und nur mit Busen und Züge fahre ","Nein","","Unentschlossen","Im Falle einer Preiserhöhung des D-Tickets, würde den Semesterbeitrag auch immer höher werden ","2",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:28:30 GMT+0:00","≤ 26","Nein","Wohne an der Uni und brauche kein Ticket/Fahre Auto","Nein","S.o.","Nein","Für die die das nicht brauchen wäre es total blöd 200 Euro mehr zahlen zu müssen.","4",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:28:05 GMT+0:00","≤ 26","Ja","","Nein","","Nein","weil viele die es eigentlich nicht brauchen trotzdem dafür zahlen müssten (ich brauche es aber ich denke an die anderen)","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:27:31 GMT+0:00","> 26","Ja","","Ja","","Nein","","5",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:26:19 GMT+0:00","≤ 26","Ja","Ich verwende das Jugend BW ticket da es das alte nicht mehr gibt und andere tickets nicht so viel sinn machen oder mehr kosten","Nein","Im Jugenticket BW ist seit 1. Dezember bei gleichbleibendem Preis das Deutschlandticket inklusive","Unentschlossen","Viele haben dieses Semester WS23 das JugendBWTicket gekauft, welches für min. 1 Jahr läuft wodurch sie im SS doppelt zahlen müsste. Wenn es eine entschädigung für diese Studenten oder eine rückzahlung gibt, würde ich das neue ticket unterstützen. Ansonsten nicht, da es wie erwähnt, zu doppeltzahlungen kommt.","5","An sich ist es eine gute Idee, jedoch braucht nicht jeder ein Semesterticket. Diese Personen würden umsonst mehr zahlen. Wie bereits erwähnt kann es bei vielen durch ein Abo, welches mind ein Jahr läuft, zu doppelten kosten kommen. Diese Personen würden rund 180 Euro umsonst ausgeben, was für viele Studierende nicht finanzierbar ist. Wenn es eine Möglichkeit geben würde einen antrag zu stellen, um den normalen Semesterbeitrag bei wunsch zu zahlen oder die 180 zurück gezahlt zu bekommen (wenn ein anderes Abo vorliegt), würde ich das Ticket unterstützen. "
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:26:01 GMT+0:00","≤ 26","Ja","","Nein","","Nein","Ich würde es nicht nutzen","5",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:25:45 GMT+0:00","> 26","Nein","Ich fahre nicht mit öffentlichen Verkehrsmitteln","Nein","Ich fahre nicht mit öffentlichen Verkehrsmitteln","Nein","Ich verdiene sowieso schon wenig als Studentin","10",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:25:19 GMT+0:00","≤ 26","Nein","","Nein","","Ja","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:24:06 GMT+0:00","> 26","Ja","","Nein","","Ja","Hat jeder was von","3",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:23:57 GMT+0:00","≤ 26","Ja","","Nein","","Nein","Das Jugend bw Ticket hat gleichen Preis und hat das jetzt für 1 Jahr schon. Da ist auch Deutschland weit also brauch ich das neue da nicht","",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:23:48 GMT+0:00","> 26","Ja","","Nein","","Ja","","4",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:22:51 GMT+0:00","≤ 26","Nein","muss mind für 1 jahr gekauft werden","Ja","Monatlich kaufbar","Ja","","7",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:22:36 GMT+0:00","≤ 26","Nein","Deutschland-Ticket, da regelmäßiges Heimpendeln nach Bayern","Ja","regelmäßiges Heimpendeln nach Bayern","Nein","Keine flexiblen Kündigungen für einzelne Monate möglich","4",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:21:43 GMT+0:00","≤ 26","Nein","Brauche die Öffis nicht","Nein","Brauche die Öffis nicht","Nein","Jeder sollte dies selbst entscheiden dürfen. ","10",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:21:08 GMT+0:00","≤ 26","Ja","","Nein","","Ja","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:20:38 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","6",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:20:28 GMT+0:00","≤ 26","Ja","Das Jugendticket BW entspricht seit dem 01.12. dem Deutschlandticket!","Nein","Das Jugendticket BW entspricht seit dem 01.12. dem Deutschlandticket!","Ja","Das vollsolidarische Ticket wird an den meisten Universitäten und Hochschulen eingeführt werden. Daher denke ich, dass bei diesem im Falle von unweigerlich kommenden Preiserhöhungen am meisten Rücksicht auf Studierende genommen wird und daher der Preis weniger stark steigen wird als es beim anderen Ticket der Fall wäre. ","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:20:12 GMT+0:00","≤ 26","Nein","","Nein","","Nein","","9",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:20:08 GMT+0:00","> 26","Nein","","Ja","","Unentschlossen","","8",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:19:59 GMT+0:00","> 26","Nein","","Nein","","Nein","","10",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:19:56 GMT+0:00","≤ 26","Ja","","Nein","","Ja","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:19:15 GMT+0:00","> 26","Ja","","Nein","","Nein","","2",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:18:56 GMT+0:00","≤ 26","Nein","","Nein","","Nein","","9",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:18:33 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","5",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:16:35 GMT+0:00","≤ 26","Nein","Habe mir das ermäßigte Deutschland-Ticket für Studierende gekauft. Komme aus einem anderen Bundesland, BW bringt mir nichts um nach Hause zu fahren mit der Bahn ","Ja","praktisch, verhältnismäßig günstig insbesondere als ermäßigte Studierendenversion","Unentschlossen","","6",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:16:08 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:16:01 GMT+0:00","> 26","Ja","Ich bin arm af","Ja","Ich will nicht schon wieder beim Schwarzfahren erwischt werden, hab Angst vor Anzeige","Unentschlossen","Die meisten Studis sind u27 und der vollsoli Studibeitrag wäre extrem hoch als Einmalzahlung (auch für mich) und es sollte schon jedem selber überlassen sein, ob man ein Ticket will/ braucht oder nicht. Einfach ein Studiticket das auch für ALLE Studis (oder Azubis) gilt? Ich zahl schon meine Krankenkasse selber, ich krieg kein Kindergeld mehr, wieso geht der deutsche Staat davon aus, dass ich im Schnitt mehr Geld hab als ein Studi unter 27?! Wär schon schön, wenn man Unterstützung kriegt, aber bei der Beitragshöhe doch bisschen viel verlangt, finde ich.","9",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:15:58 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","6",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:15:40 GMT+0:00","> 26","Nein","","Nein","","Nein","","10",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:15:29 GMT+0:00","> 26","Nein","","Nein","","Nein","zu teuer","9",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:15:03 GMT+0:00","≤ 26","Ja","","Nein","","Unentschlossen","Falls dadurch ein Sonderkündigungsrecht für mein bestehendes Ticket besteht, zu 100% ja. Ich halte das sowohl für einfacher, als auch für sinnvoller für Studierende über 26. Falls das Sonderkündigungsrecht nicht besteht, ist mein einziger Einwand monetärer Natur.","5","Die Skalawertung ist wieder davon abhängig, ob das Ticket einerseits im Preis enthalten und andererseits ein Sonderkündigungsrecht besteht."
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:14:59 GMT+0:00","≤ 26","Nein","beziehe das Deutschlandticket wegen Praktikum in Bayern","Ja","Praktikum","Ja","","5",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:13:11 GMT+0:00","> 26","Ja","","Nein","das monatsabo ist seit Dezember ein DE-Ticket","Nein","","7",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 15:12:27 GMT+0:00","≤ 26","Ja","","Nein","","Unentschlossen","","2",""
